,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(5300.175, 5400.179]",2.591721,34.40446541031984,3.1356526999999983,1033.1407084137609,1
"(5400.179, 5500.182]",2.6302600000000007,34.3963617987181,3.1373503000000005,1033.0220888391896,1
"(5500.182, 5600.185]",2.664128999999999,34.38924603278823,3.1387178000000002,1032.904419000348,1
"(5600.185, 5700.188]",2.6939270000000004,34.38298642320836,3.1397992000000006,1032.7878066947465,1
"(5700.188, 5800.192]",2.724413,34.37659372122321,3.140935900000002,1032.6718047163577,1
"(5800.192, 5900.195]",2.7544570000000004,34.37031643866857,3.1420411999999986,1032.5558026913357,1
"(5900.195, 6000.198]",2.789973,34.362921351887756,3.1435339000000004,1032.4386863857562,1
"(6000.198, 6100.202]",2.821123,34.35642691584588,3.144718900000001,1032.3227463012754,1
"(6100.202, 6200.205]",2.8609259999999996,34.348047705162486,3.146502900000001,1032.2044363617879,1
"(6200.205, 6300.208]",2.8959989999999993,34.340863280530954,3.1479756999999995,1032.0880010363114,1
"(6300.208, 6400.212]",2.927585,34.33419197102083,3.149193300000001,1031.9731481956662,1
"(6400.212, 6500.215]",2.960096000000001,34.32675275509112,3.150420199999999,1031.8568311525655,1
"(6500.215, 6600.218]",2.9898430000000014,34.3203726337393,3.151491500000002,1031.7415614191705,1
"(6600.218, 6700.221]",3.016472999999999,34.314269283359835,3.152313700000001,1031.6269738440149,1
"(6700.221, 6800.225]",3.04802,34.30735352985643,3.153495100000003,1031.5110045439565,1
"(6800.225, 6900.228]",3.0879600000000007,34.298743537515854,3.155264400000003,1031.392379120494,1
"(6900.228, 7000.231]",3.1391259999999988,34.28804270086853,3.1578469,1031.271626104923,1
"(7000.231, 7100.235]",3.1987550000000002,34.27550852292225,3.161011300000001,1031.1480302107668,1
"(7100.235, 7200.238]",3.2450570000000014,34.265754498733244,3.1632434999999974,1031.028322625145,1
"(7200.238, 7300.241]",3.29773,34.253988025999874,3.1658671000000003,1030.906621481326,1
"(7300.241, 7400.245]",3.3393779999999986,34.242991920587,3.1675892,1030.7866585275403,1
"(7400.245, 7500.248]",3.370824999999999,34.234967540124806,3.168662599999998,1030.6698190029817,1
"(7500.248, 7600.251]",3.4157779999999995,34.223403405552546,3.1706182000000003,1030.5484467628385,1
"(7600.251, 7700.255]",3.467805,34.21042630436798,3.1730768999999994,1030.4255474012386,1
"(7700.255, 7800.258]",3.5090590000000015,34.19953365003847,3.1747580000000006,1030.3046085427977,1
"(7800.258, 7900.261]",3.556920999999999,34.18614683150699,3.176810699999999,1030.181346157764,1
"(7900.261, 8000.264]",3.6020239999999997,34.172501206211116,3.178623699999999,1030.060819762596,1
"(8000.264, 8100.268]",3.6593589999999994,34.15579461040783,3.1812348,1029.935034535064,1
"(8100.268, 8200.271]",3.6958929999999985,34.14138863842399,3.182214599999999,1029.8131137815415,1
